Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,RFM_Recency,Friction_Risk
0.0,9.0,4,Fashion,1,Married,2,1,7.0,203.25,7.0,8.0
7.0,15.0,3,Fashion,2,Married,1,0,6.0,185.0,6.0,0.0
11.0,10.0,4,Laptop & Accessory,4,Single,5,0,2.0,166.07,2.0,0.0
8.0,22.0,4,Fashion,2,Divorced,3,0,6.0,204.78,6.0,0.0
7.0,8.0,3,Laptop & Accessory,1,Single,2,0,4.0,162.74,4.0,0.0
18.0,13.0,1,Laptop & Accessory,3,Married,5,0,2.0,164.34,2.0,0.0
8.0,14.0,3,Mobile,3,Divorced,2,0,0.0,124.04,0.0,0.0
11.0,18.0,4,Laptop & Accessory,5,Married,3,0,2.0,162.88,2.0,0.0
27.0,8.0,4,Fashion,3,Divorced,7,0,0.0,206.86,0.0,0.0
11.0,9.0,3,Mobile,3,Married,4,0,2.0,128.21,2.0,0.0
30.0,14.0,3,Mobile,3,Married,2,0,2.0,123.72,2.0,0.0
1.0,12.0,4,Mobile Phone,4,Single,3,1,3.0,149.78,3.0,4.0
4.0,15.0,4,Fashion,3,Married,7,0,8.0,197.64,8.0,0.0
9.0,20.0,3,Mobile,5,Divorced,2,1,8.0,122.35,8.0,9.0
8.0,14.0,4,Mobile Phone,1,Single,3,0,1.0,154.72,1.0,0.0
12.0,12.0,3,Fashion,4,Single,5,0,2.0,183.76,2.0,0.0
15.0,8.0,3,Grocery,5,Divorced,1,0,7.0,276.65,7.0,0.0
23.0,6.0,3,Grocery,1,Married,10,0,3.0,273.99,3.0,0.0
7.0,16.0,3,Mobile,3,Single,2,1,2.0,129.36,2.0,3.0
6.0,13.0,4,Mobile Phone,3,Single,5,0,5.0,155.38,5.0,0.0
12.0,7.0,4,Fashion,5,Married,3,0,12.0,260.82,12.0,0.0
13.0,15.0,3,Laptop & Accessory,3,Married,4,0,7.0,139.75,7.0,0.0
13.0,9.0,5,Laptop & Accessory,2,Divorced,10,0,5.0,177.04,5.0,0.0
10.0,6.0,4,Laptop & Accessory,3,Married,2,0,7.0,159.93,7.0,0.0
6.0,13.0,3,Laptop & Accessory,4,Divorced,1,0,2.0,143.02,2.0,0.0
3.0,17.0,4,Mobile Phone,3,Single,3,0,1.0,151.42,1.0,0.0
0.0,13.0,5,Laptop & Accessory,3,Single,2,1,6.0,160.74,6.0,7.0
11.0,8.0,1,Laptop & Accessory,5,Single,7,1,12.0,159.8,12.0,13.0
6.0,12.0,4,Laptop & Accessory,4,Divorced,3,0,4.0,190.24,4.0,0.0
14.0,7.0,4,Laptop & Accessory,3,Single,5,1,1.0,172.28,1.0,2.0
9.0,6.0,3,Mobile,3,Married,8,0,2.0,122.32,2.0,0.0
9.0,6.0,3,Mobile,3,Single,1,0,5.0,120.58,5.0,0.0
12.0,25.0,6,Laptop & Accessory,1,Married,5,1,1.0,183.11,1.0,2.0
31.0,35.0,5,Fashion,5,Married,6,0,3.0,227.66,3.0,0.0
5.0,13.0,2,Laptop & Accessory,1,Married,6,0,8.0,179.6,8.0,0.0
11.0,14.0,3,Mobile,3,Married,3,1,7.0,126.55,7.0,8.0
4.0,14.0,4,Laptop & Accessory,5,Married,9,0,3.0,172.79,3.0,0.0
4.0,9.0,5,Laptop & Accessory,2,Single,7,1,1.0,193.77,1.0,2.0
9.0,18.0,4,Mobile,5,Divorced,2,0,0.0,120.33,0.0,0.0
14.0,12.0,3,Mobile Phone,5,Single,3,1,17.0,147.21,17.0,18.0
21.0,22.0,3,Laptop & Accessory,3,Married,9,0,7.0,164.39,7.0,0.0
6.0,12.0,4,Laptop & Accessory,4,Married,3,0,4.0,190.24,4.0,0.0
11.0,8.0,3,Laptop & Accessory,3,Married,10,0,0.0,165.53,0.0,0.0
17.0,16.0,3,Laptop & Accessory,1,Married,3,1,3.0,164.65,3.0,4.0
8.0,24.0,3,Laptop & Accessory,5,Married,1,0,4.0,155.61,4.0,0.0
5.0,14.0,1,Laptop & Accessory,1,Married,2,0,8.0,162.09,8.0,0.0
15.0,8.0,4,Mobile Phone,1,Married,5,0,1.0,152.82,1.0,0.0
8.0,14.0,3,Mobile,2,Divorced,2,0,2.0,125.72,2.0,0.0
12.0,9.0,4,Mobile Phone,2,Divorced,3,1,1.0,142.02,1.0,2.0
1.0,31.0,4,Mobile Phone,2,Divorced,2,0,2.0,149.0,2.0,0.0
2.0,7.0,4,Mobile Phone,1,Married,3,0,4.0,145.44,4.0,0.0
19.0,35.0,5,Grocery,4,Single,3,0,7.0,292.04,7.0,0.0
0.0,18.0,3,Laptop & Accessory,1,Single,4,1,7.0,145.81,7.0,8.0
7.0,7.0,5,Laptop & Accessory,2,Single,2,0,5.0,194.49,5.0,0.0
1.0,22.0,4,Mobile Phone,3,Divorced,3,0,3.0,151.1,3.0,0.0
13.0,22.0,4,Grocery,5,Single,2,0,11.0,258.41,11.0,0.0
19.0,8.0,3,Fashion,1,Married,5,1,3.0,203.68,3.0,4.0
4.0,11.0,5,Laptop & Accessory,4,Married,3,1,8.0,177.09,8.0,9.0
1.0,7.0,4,Mobile Phone,2,Single,3,0,1.0,141.11,1.0,0.0
3.0,34.0,4,Laptop & Accessory,3,Married,6,0,2.0,168.35,2.0,0.0
9.0,9.0,3,Mobile Phone,3,Single,2,0,0.0,114.2,0.0,0.0
26.0,13.0,3,Others,3,Married,4,0,7.0,286.06,7.0,0.0
4.0,22.0,5,Fashion,5,Married,4,0,8.0,196.4,8.0,0.0
20.0,7.0,2,Grocery,5,Single,3,0,13.0,300.67,13.0,0.0
5.0,14.0,1,Laptop & Accessory,3,Divorced,6,0,3.0,151.75,3.0,0.0
3.0,6.0,4,Laptop & Accessory,1,Married,2,1,0.0,151.26,0.0,1.0
5.0,14.0,3,Mobile,5,Single,2,0,2.0,124.39,2.0,0.0
9.0,6.0,4,Mobile,5,Married,2,0,2.0,122.18,2.0,0.0
8.0,11.0,4,Fashion,1,Married,4,1,3.0,222.13,3.0,4.0
20.0,12.0,4,Laptop & Accessory,4,Married,3,1,3.0,175.21,3.0,4.0
21.0,21.0,4,Laptop & Accessory,4,Married,10,0,8.0,179.67,8.0,0.0
9.0,26.0,3,Laptop & Accessory,3,Single,1,0,2.0,122.72,2.0,0.0
7.0,14.0,3,Mobile,4,Married,2,1,3.0,123.42,3.0,4.0
16.0,33.0,4,Fashion,5,Divorced,5,1,1.0,256.91,1.0,2.0
5.0,35.0,3,Mobile Phone,3,Single,10,0,7.0,140.25,7.0,0.0
1.0,10.0,4,Laptop & Accessory,3,Married,2,0,3.0,174.99,3.0,0.0
4.0,8.0,4,Laptop & Accessory,5,Married,4,0,0.0,164.1,0.0,0.0
6.0,7.0,5,Mobile Phone,4,Married,8,0,3.0,148.32,3.0,0.0
16.0,12.0,4,Laptop & Accessory,3,Single,2,1,8.0,140.81,8.0,9.0
4.0,19.0,4,Laptop & Accessory,3,Single,2,0,5.0,190.77,5.0,0.0
22.0,9.0,4,Laptop & Accessory,5,Divorced,5,0,2.0,147.89,2.0,0.0
9.0,14.0,5,Mobile,5,Married,2,1,7.0,121.19,7.0,8.0
8.0,14.0,3,Mobile,3,Married,2,0,0.0,124.04,0.0,0.0
11.0,31.0,4,Fashion,4,Married,4,0,3.0,220.61,3.0,0.0
5.0,9.0,6,Mobile Phone,1,Married,3,1,1.0,136.29,1.0,2.0
5.0,6.0,3,Laptop & Accessory,5,Married,5,0,2.0,140.87,2.0,0.0
20.0,14.0,4,Fashion,3,Married,8,0,8.0,233.45,8.0,0.0
7.0,17.0,4,Laptop & Accessory,4,Married,5,0,8.0,144.9,8.0,0.0
1.0,15.0,6,Mobile Phone,5,Married,3,1,8.0,146.19,8.0,9.0
19.0,7.0,3,Others,2,Divorced,2,0,8.0,317.02,8.0,0.0
5.0,14.0,4,Laptop & Accessory,5,Divorced,3,0,13.0,168.06,13.0,0.0
7.0,8.0,4,Mobile Phone,5,Single,2,0,3.0,143.81,3.0,0.0
11.0,16.0,4,Fashion,3,Married,1,1,7.0,187.4,7.0,8.0
9.0,24.0,3,Laptop & Accessory,2,Single,3,0,9.0,177.79,9.0,0.0
13.0,18.0,4,Fashion,1,Married,3,0,8.0,201.54,8.0,0.0
14.0,15.0,3,Fashion,3,Married,4,1,7.0,181.89,7.0,8.0
3.0,10.0,4,Mobile Phone,5,Single,3,1,6.0,172.23,6.0,7.0
19.0,8.0,5,Grocery,4,Married,4,1,7.0,268.72,7.0,8.0
14.0,15.0,5,Fashion,4,Married,4,0,9.0,262.57,9.0,0.0
28.0,8.0,3,Grocery,2,Single,3,1,2.0,266.59,2.0,3.0
1.0,15.0,6,Mobile Phone,5,Divorced,3,1,8.0,146.19,8.0,9.0
11.0,13.0,4,Laptop & Accessory,2,Divorced,6,0,2.0,190.02,2.0,0.0
3.0,7.0,4,Laptop & Accessory,5,Married,2,0,3.0,178.73,3.0,0.0
15.0,18.0,3,Laptop & Accessory,1,Married,4,1,0.0,150.87,0.0,1.0
23.0,28.0,5,Grocery,1,Single,2,1,9.0,244.11,9.0,10.0
0.0,14.0,4,Mobile,1,Single,2,1,1.0,123.89,1.0,2.0
17.0,8.0,1,Fashion,1,Married,2,1,7.0,178.79,7.0,8.0
9.0,27.0,4,Mobile,4,Single,2,1,0.0,121.21,0.0,1.0
3.0,28.0,2,Fashion,5,Married,3,0,3.0,224.8,3.0,0.0
19.0,11.0,4,Laptop & Accessory,4,Married,3,0,9.0,169.47,9.0,0.0
1.0,9.0,5,Mobile Phone,3,Single,3,0,3.0,145.44,3.0,0.0
3.0,20.0,5,Laptop & Accessory,4,Married,6,1,4.0,165.25,4.0,5.0
4.0,7.0,6,Mobile Phone,3,Married,5,0,3.0,163.33,3.0,0.0
6.0,14.0,2,Mobile Phone,4,Married,3,0,4.0,152.94,4.0,0.0
5.0,16.0,5,Mobile Phone,4,Single,2,1,3.0,151.57,3.0,4.0
23.0,14.0,3,Mobile,2,Divorced,5,0,0.0,123.8,0.0,0.0
21.0,32.0,4,Fashion,3,Single,4,0,3.0,211.33,3.0,0.0
7.0,27.0,2,Laptop & Accessory,2,Single,2,0,7.0,153.37,7.0,0.0
15.0,35.0,5,Laptop & Accessory,2,Single,5,0,0.0,142.72,0.0,0.0
0.0,8.0,4,Mobile,2,Single,8,0,0.0,127.85,0.0,0.0
18.0,7.0,3,Fashion,4,Married,2,0,7.0,174.41,7.0,0.0
22.0,9.0,2,Mobile Phone,4,Single,7,0,1.0,150.59,1.0,0.0
6.0,9.0,5,Laptop & Accessory,5,Single,6,0,5.0,146.76,5.0,0.0
3.0,16.0,4,Mobile Phone,3,Married,11,0,3.0,154.74,3.0,0.0
1.0,9.0,4,Mobile Phone,3,Married,8,1,3.0,164.77,3.0,4.0
10.0,13.0,2,Mobile Phone,1,Married,5,0,1.0,155.38,1.0,0.0
18.0,14.0,4,Others,1,Married,2,1,11.0,315.49,11.0,12.0
4.0,14.0,3,Fashion,2,Married,2,0,9.0,207.93,9.0,0.0
16.0,15.0,4,Others,2,Married,3,0,10.0,309.3,10.0,0.0
27.0,13.0,4,Laptop & Accessory,3,Divorced,4,1,6.0,148.06,6.0,7.0
3.0,30.0,2,Mobile Phone,3,Married,3,0,8.0,152.0,8.0,0.0
1.0,10.0,5,Mobile Phone,3,Single,3,0,1.0,157.3,1.0,0.0
10.0,15.0,5,Mobile Phone,5,Married,2,0,4.0,148.42,4.0,0.0
0.0,6.0,4,Mobile,4,Single,2,0,0.0,128.36,0.0,0.0
17.0,14.0,3,Mobile,1,Single,7,1,2.0,124.36,2.0,3.0
12.0,10.0,4,Laptop & Accessory,2,Single,10,1,1.0,193.61,1.0,2.0
4.0,12.0,4,Mobile Phone,5,Married,7,0,31.0,157.04,31.0,0.0
0.0,8.0,4,Mobile Phone,2,Single,2,0,0.0,111.02,0.0,0.0
1.0,16.0,4,Laptop & Accessory,1,Single,3,0,8.0,166.05,8.0,0.0
10.0,14.0,3,Mobile,1,Married,2,1,2.0,123.26,2.0,3.0
1.0,12.0,4,Mobile Phone,3,Single,3,1,3.0,159.41,3.0,4.0
9.0,14.0,3,Laptop & Accessory,2,Married,5,0,7.0,150.79,7.0,0.0
14.0,9.0,4,Others,3,Married,2,0,13.0,305.41,13.0,0.0
2.0,26.0,3,Mobile Phone,1,Married,2,0,10.0,138.12,10.0,0.0
14.0,15.0,5,Fashion,4,Married,4,0,9.0,262.57,9.0,0.0
20.0,10.0,3,Laptop & Accessory,3,Single,4,0,0.0,129.76,0.0,0.0
9.0,25.0,4,Laptop & Accessory,3,Divorced,3,0,1.0,171.01,1.0,0.0
5.0,11.0,3,Mobile,4,Single,3,0,7.0,127.18,7.0,0.0
21.0,9.0,4,Mobile Phone,3,Single,6,0,1.0,149.79,1.0,0.0
6.0,15.0,4,Fashion,2,Single,3,0,3.0,214.98,3.0,0.0
15.0,11.0,3,Others,3,Divorced,7,0,0.0,283.03,0.0,0.0
19.0,9.0,5,Mobile Phone,3,Single,3,0,1.0,147.74,1.0,0.0
31.0,10.0,5,Laptop & Accessory,2,Single,7,0,6.0,176.71,6.0,0.0
1.0,11.0,3,Laptop & Accessory,5,Single,1,0,3.0,184.63,3.0,0.0
15.0,35.0,5,Laptop & Accessory,1,Single,5,0,0.0,142.72,0.0,0.0
1.0,26.0,4,Mobile Phone,2,Divorced,3,0,3.0,148.23,3.0,0.0
18.0,12.0,5,Mobile Phone,3,Single,5,0,4.0,156.62,4.0,0.0
14.0,28.0,3,Laptop & Accessory,1,Married,4,1,3.0,154.67,3.0,4.0
22.0,31.0,3,Mobile,5,Married,2,0,4.0,132.11,4.0,0.0
9.0,14.0,3,Mobile,3,Single,2,0,0.0,119.04,0.0,0.0
16.0,15.0,3,Laptop & Accessory,3,Married,4,1,7.0,156.79,7.0,8.0
1.0,25.0,4,Mobile Phone,2,Single,3,0,1.0,151.93,1.0,0.0
16.0,19.0,4,Laptop & Accessory,1,Married,5,1,1.0,175.87,1.0,2.0
23.0,17.0,3,Others,4,Single,4,0,4.0,299.26,4.0,0.0
29.0,15.0,3,Grocery,1,Married,8,0,3.0,211.03,3.0,0.0
20.0,20.0,3,Laptop & Accessory,4,Married,9,0,7.0,154.67,7.0,0.0
28.0,26.0,4,Laptop & Accessory,5,Married,11,1,5.0,179.85,5.0,6.0
11.0,12.0,4,Laptop & Accessory,1,Married,9,0,5.0,188.47,5.0,0.0
7.0,30.0,4,Fashion,1,Single,3,1,13.0,259.58,13.0,14.0
1.0,8.0,4,Mobile Phone,3,Married,3,0,2.0,137.23,2.0,0.0
25.0,16.0,4,Mobile Phone,1,Married,5,0,4.0,145.75,4.0,0.0
17.0,35.0,3,Laptop & Accessory,2,Single,2,0,17.0,145.41,17.0,0.0
16.0,20.0,2,Laptop & Accessory,5,Married,7,0,1.0,180.38,1.0,0.0
0.0,8.0,3,Mobile,3,Single,2,0,2.0,127.83,2.0,0.0
1.0,33.0,4,Laptop & Accessory,1,Married,3,1,9.0,181.17,9.0,10.0
17.0,8.0,1,Fashion,1,Married,2,1,7.0,178.79,7.0,8.0
20.0,20.0,3,Laptop & Accessory,3,Married,4,1,2.0,145.91,2.0,3.0
9.0,9.0,3,Mobile,3,Married,2,0,0.0,120.83,0.0,0.0
8.0,31.0,3,Fashion,3,Married,2,1,1.0,203.88,1.0,2.0
9.0,31.0,3,Mobile,4,Married,2,1,8.0,120.22,8.0,9.0
20.0,14.0,4,Laptop & Accessory,3,Married,4,0,1.0,177.58,1.0,0.0
14.0,19.0,4,Laptop & Accessory,5,Married,4,0,8.0,169.48,8.0,0.0
51.0,7.0,2,Laptop & Accessory,3,Divorced,2,0,9.0,174.0,9.0,0.0
20.0,8.0,4,Mobile,2,Single,2,1,2.0,132.94,2.0,3.0
11.0,7.0,6,Laptop & Accessory,1,Married,3,0,3.0,220.25,3.0,0.0
6.0,12.0,5,Laptop & Accessory,4,Married,5,0,6.0,183.78,6.0,0.0
8.0,15.0,2,Laptop & Accessory,3,Married,3,0,9.0,192.99,9.0,0.0
20.0,25.0,4,Fashion,3,Divorced,7,0,3.0,230.27,3.0,0.0
1.0,25.0,4,Mobile,5,Married,2,0,3.0,131.96,3.0,0.0
2.0,23.0,4,Fashion,5,Single,2,0,9.0,179.88,9.0,0.0
11.0,12.0,2,Mobile Phone,3,Single,2,0,4.0,160.0,4.0,0.0
1.0,30.0,5,Laptop & Accessory,1,Married,9,1,1.0,166.57,1.0,2.0
28.0,32.0,4,Others,1,Married,2,0,13.0,295.86,13.0,0.0
3.0,28.0,3,Fashion,5,Married,1,0,8.0,184.12,8.0,0.0
8.0,14.0,4,Mobile,5,Single,2,0,2.0,124.5,2.0,0.0
14.0,6.0,1,Fashion,5,Married,2,0,7.0,183.92,7.0,0.0
3.0,13.0,3,Laptop & Accessory,3,Married,2,0,9.0,134.91,9.0,0.0
28.0,20.0,2,Others,4,Single,9,0,15.0,287.22,15.0,0.0
9.0,24.0,3,Mobile,1,Single,2,0,7.0,121.53,7.0,0.0
1.0,29.0,4,Mobile Phone,3,Divorced,6,1,2.0,146.32,2.0,3.0
2.0,12.0,4,Mobile,4,Married,2,0,0.0,128.04,0.0,0.0
9.0,26.0,3,Mobile,1,Married,2,0,2.0,121.57,2.0,0.0
6.0,6.0,1,Grocery,3,Married,5,0,5.0,261.84,5.0,0.0
2.0,29.0,3,Mobile Phone,5,Single,1,0,3.0,139.04,3.0,0.0
1.0,9.0,4,Mobile Phone,5,Married,9,0,8.0,152.07,8.0,0.0
27.0,8.0,3,Fashion,3,Married,10,0,3.0,235.49,3.0,0.0
3.0,12.0,4,Laptop & Accessory,1,Married,5,0,1.0,145.86,1.0,0.0
19.0,15.0,4,Laptop & Accessory,2,Divorced,11,0,9.0,161.97,9.0,0.0
1.0,8.0,4,Mobile Phone,3,Married,5,0,3.0,154.09,3.0,0.0
8.0,27.0,3,Laptop & Accessory,1,Married,2,1,7.0,140.14,7.0,8.0
9.0,15.0,4,Laptop & Accessory,3,Married,3,0,10.0,166.48,10.0,0.0
13.0,7.0,4,Others,3,Married,3,1,7.0,316.97,7.0,8.0
1.0,33.0,5,Laptop & Accessory,5,Married,1,0,0.0,148.77,0.0,0.0
7.0,9.0,5,Laptop & Accessory,5,Single,4,0,12.0,147.59,12.0,0.0
26.0,9.0,5,Others,3,Single,3,1,13.0,315.68,13.0,14.0
21.0,10.0,3,Fashion,1,Single,2,0,8.0,178.98,8.0,0.0
11.0,6.0,4,Fashion,3,Single,10,1,0.0,153.81,0.0,1.0
29.0,29.0,3,Grocery,4,Married,5,1,9.0,234.02,9.0,10.0
18.0,12.0,5,Mobile Phone,3,Single,5,0,4.0,156.62,4.0,0.0
11.0,8.0,3,Fashion,4,Single,8,0,0.0,173.51,0.0,0.0
11.0,14.0,1,Mobile,3,Married,2,0,3.0,126.1,3.0,0.0
8.0,14.0,3,Laptop & Accessory,3,Married,2,0,9.0,141.48,9.0,0.0
16.0,32.0,3,Grocery,1,Married,2,1,12.0,269.59,12.0,13.0
0.0,14.0,4,Mobile,3,Single,2,0,2.0,126.25,2.0,0.0
1.0,15.0,5,Mobile Phone,4,Single,3,0,1.0,137.61,1.0,0.0
9.0,11.0,3,Mobile Phone,4,Single,2,1,0.0,118.78,0.0,1.0
25.0,17.0,3,Laptop & Accessory,3,Divorced,9,0,4.0,131.49,4.0,0.0
8.0,16.0,4,Fashion,2,Married,2,0,3.0,210.0,3.0,0.0
10.0,33.0,1,Laptop & Accessory,3,Single,5,1,3.0,163.97,3.0,4.0
1.0,15.0,2,Laptop & Accessory,4,Married,2,0,3.0,173.51,3.0,0.0
16.0,9.0,2,Laptop & Accessory,5,Married,9,0,4.0,187.72,4.0,0.0
2.0,14.0,4,Laptop & Accessory,2,Divorced,2,1,2.0,150.56,2.0,3.0
1.0,28.0,5,Mobile Phone,5,Married,2,0,1.0,147.96,1.0,0.0
2.0,9.0,4,Laptop & Accessory,4,Married,6,0,5.0,173.55,5.0,0.0
0.0,11.0,3,Mobile Phone,1,Single,2,0,0.0,110.51,0.0,0.0
8.0,6.0,3,Fashion,4,Divorced,2,0,6.0,172.95,6.0,0.0
18.0,31.0,6,Mobile Phone,3,Single,4,0,5.0,162.08,5.0,0.0
19.0,6.0,3,Fashion,5,Married,2,0,7.0,204.53,7.0,0.0
1.0,7.0,4,Mobile Phone,1,Married,11,1,3.0,172.87,3.0,4.0
25.0,9.0,4,Fashion,3,Married,3,1,4.0,179.69,4.0,5.0
3.0,17.0,5,Laptop & Accessory,3,Single,11,0,5.0,183.69,5.0,0.0
2.0,16.0,3,Mobile,4,Married,1,0,1.0,132.91,1.0,0.0
1.0,11.0,4,Mobile Phone,3,Single,3,0,1.0,148.18,1.0,0.0
3.0,17.0,4,Mobile Phone,4,Married,2,0,2.0,157.91,2.0,0.0
17.0,22.0,5,Grocery,3,Married,3,0,12.0,301.03,12.0,0.0
3.0,31.0,4,Fashion,4,Single,3,1,0.0,190.94,0.0,1.0
20.0,20.0,3,Laptop & Accessory,5,Single,3,0,7.0,149.6,7.0,0.0
26.0,9.0,3,Grocery,3,Divorced,4,1,3.0,275.84,3.0,4.0
20.0,22.0,4,Others,4,Divorced,7,0,4.0,315.81,4.0,0.0
7.0,15.0,4,Fashion,4,Single,2,0,7.0,186.21,7.0,0.0
1.0,7.0,5,Laptop & Accessory,1,Married,1,0,5.0,166.74,5.0,0.0
11.0,6.0,3,Laptop & Accessory,1,Married,8,0,9.0,147.35,9.0,0.0
17.0,13.0,4,Fashion,1,Married,4,0,17.0,202.48,17.0,0.0
8.0,24.0,3,Fashion,1,Single,3,0,2.0,193.62,2.0,0.0
0.0,19.0,4,Laptop & Accessory,5,Married,6,1,2.0,161.34,2.0,3.0
2.0,33.0,3,Laptop & Accessory,3,Married,5,0,1.0,143.35,1.0,0.0
0.0,13.0,1,Mobile Phone,5,Single,1,0,7.0,135.78,7.0,0.0
20.0,22.0,1,Laptop & Accessory,3,Married,2,1,7.0,150.67,7.0,8.0
15.0,17.0,6,Laptop & Accessory,4,Single,3,0,10.0,186.51,10.0,0.0
23.0,14.0,3,Mobile Phone,4,Married,8,0,2.0,138.75,2.0,0.0
28.0,16.0,4,Laptop & Accessory,3,Married,5,0,4.0,153.97,4.0,0.0
6.0,10.0,4,Fashion,2,Single,5,0,8.0,236.59,8.0,0.0
13.0,17.0,4,Laptop & Accessory,5,Married,4,0,8.0,178.77,8.0,0.0
13.0,8.0,1,Laptop & Accessory,4,Married,2,0,7.0,142.44,7.0,0.0
28.0,12.0,4,Others,5,Divorced,6,0,3.0,319.06,3.0,0.0
61.0,28.0,4,Grocery,1,Married,6,1,1.0,303.75,1.0,2.0
1.0,21.0,4,Mobile Phone,1,Married,7,1,5.0,149.36,5.0,6.0
1.0,14.0,4,Mobile Phone,2,Married,2,0,4.0,149.36,4.0,0.0
22.0,17.0,5,Others,4,Married,6,0,10.0,321.65,10.0,0.0
1.0,16.0,5,Mobile Phone,4,Married,3,0,1.0,151.94,1.0,0.0
8.0,14.0,3,Laptop & Accessory,3,Married,2,0,9.0,141.48,9.0,0.0
7.0,16.0,3,Laptop & Accessory,3,Married,2,1,7.0,140.01,7.0,8.0
26.0,26.0,4,Mobile Phone,1,Married,2,0,3.0,167.58,3.0,0.0
0.0,6.0,4,Mobile Phone,5,Divorced,2,0,3.0,139.55,3.0,0.0
10.0,6.0,4,Laptop & Accessory,2,Divorced,2,0,11.0,164.74,11.0,0.0
15.0,18.0,3,Mobile,4,Married,9,0,4.0,127.66,4.0,0.0
4.0,6.0,5,Laptop & Accessory,5,Married,2,0,7.0,150.03,7.0,0.0
28.0,8.0,4,Grocery,1,Single,8,0,8.0,298.28,8.0,0.0
18.0,10.0,5,Fashion,3,Married,5,0,3.0,197.56,3.0,0.0
25.0,34.0,1,Grocery,3,Divorced,3,1,2.0,232.47000000000003,2.0,3.0
10.0,21.0,4,Laptop & Accessory,1,Married,2,1,12.0,190.86,12.0,13.0
24.0,11.0,3,Grocery,4,Married,2,1,10.0,240.26,10.0,11.0
3.0,13.0,3,Laptop & Accessory,3,Married,2,0,9.0,134.91,9.0,0.0
19.0,12.0,6,Laptop & Accessory,5,Single,3,1,5.0,182.69,5.0,6.0
22.0,14.0,4,Laptop & Accessory,5,Married,6,0,3.0,179.86,3.0,0.0
0.0,14.0,3,Mobile,1,Single,2,0,7.0,125.7,7.0,0.0
4.0,16.0,5,Mobile Phone,3,Single,3,0,9.0,147.06,9.0,0.0
0.0,16.0,4,Laptop & Accessory,1,Married,2,1,4.0,157.69,4.0,5.0
24.0,31.0,4,Grocery,3,Married,5,1,6.0,264.73,6.0,7.0
8.0,11.0,4,Laptop & Accessory,3,Married,11,0,3.0,190.38,3.0,0.0
21.0,23.0,2,Laptop & Accessory,3,Married,3,1,8.0,175.67,8.0,9.0
2.0,23.0,2,Laptop & Accessory,5,Single,2,0,8.0,181.61,8.0,0.0
16.0,9.0,4,Grocery,3,Divorced,2,1,11.0,303.61,11.0,12.0
12.0,26.0,3,Laptop & Accessory,1,Married,3,0,2.0,141.27,2.0,0.0
0.0,9.0,3,Mobile Phone,5,Divorced,6,0,2.0,140.31,2.0,0.0
10.0,6.0,4,Mobile Phone,5,Divorced,3,0,2.0,139.2,2.0,0.0
5.0,9.0,4,Laptop & Accessory,1,Single,6,1,6.0,190.82,6.0,7.0
17.0,13.0,5,Grocery,2,Married,6,1,1.0,291.27,1.0,2.0
9.0,16.0,2,Mobile,3,Divorced,4,1,7.0,122.13,7.0,8.0
1.0,8.0,3,Laptop & Accessory,4,Married,5,0,4.0,148.55,4.0,0.0
13.0,10.0,3,Others,3,Divorced,2,0,9.0,290.33,9.0,0.0
11.0,14.0,4,Laptop & Accessory,5,Married,7,1,5.0,167.84,5.0,6.0
25.0,25.0,3,Mobile Phone,1,Married,1,0,2.0,142.58,2.0,0.0
13.0,31.0,4,Laptop & Accessory,1,Single,9,0,8.0,166.08,8.0,0.0
11.0,35.0,3,Laptop & Accessory,2,Divorced,4,0,7.0,162.61,7.0,0.0
4.0,26.0,1,Mobile,2,Divorced,1,0,2.0,127.91,2.0,0.0
9.0,11.0,3,Laptop & Accessory,1,Married,4,0,0.0,120.86,0.0,0.0
25.0,17.0,3,Laptop & Accessory,3,Married,9,0,4.0,131.49,4.0,0.0
9.0,7.0,5,Mobile Phone,3,Divorced,8,0,8.0,147.58,8.0,0.0
20.0,25.0,4,Laptop & Accessory,3,Married,4,0,9.0,173.1,9.0,0.0
4.0,13.0,5,Laptop & Accessory,2,Divorced,2,0,8.0,171.27,8.0,0.0
0.0,10.0,2,Mobile,5,Divorced,3,0,2.0,128.19,2.0,0.0
30.0,7.0,3,Others,5,Married,4,1,5.0,297.01,5.0,6.0
24.0,9.0,3,Fashion,3,Married,3,0,3.0,231.16000000000005,3.0,0.0
25.0,7.0,5,Fashion,5,Single,5,0,9.0,199.84,9.0,0.0
1.0,32.0,5,Mobile Phone,4,Divorced,7,0,2.0,150.46,2.0,0.0
8.0,9.0,2,Mobile Phone,1,Married,2,1,3.0,154.32,3.0,4.0
9.0,15.0,3,Mobile,2,Divorced,2,0,4.0,120.7,4.0,0.0
1.0,23.0,3,Laptop & Accessory,5,Married,2,0,8.0,145.58,8.0,0.0
14.0,23.0,5,Laptop & Accessory,3,Single,8,0,1.0,175.94,1.0,0.0
16.0,31.0,4,Fashion,5,Married,3,1,9.0,199.06,9.0,10.0
7.0,11.0,5,Mobile Phone,4,Divorced,8,0,2.0,151.22,2.0,0.0
1.0,9.0,4,Mobile Phone,5,Married,3,0,1.0,148.41,1.0,0.0
4.0,18.0,3,Others,3,Divorced,2,0,8.0,295.45,8.0,0.0
